timestamp,index,name,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.free [MiB],memory.total [MiB],power.draw [W],temperature.gpu
2024/01/02 21:00:00.000,2,NVIDIA V100-SXM2-32GB,11.6 %,9.3 %,4724 MiB,35812 MiB,40536 MiB,74.61 W,41
2024/01/02 21:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1278 MiB,39258 MiB,40536 MiB,50.10 W,36
2024/01/02 22:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1339 MiB,39197 MiB,40536 MiB,66.80 W,36
2024/01/02 22:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/02 22:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/02 22:00:00.000,3,NVIDIA V100-SXM2-32GB,10.1 %,8.1 %,3779 MiB,36757 MiB,40536 MiB,70.74 W,40
2024/01/02 23:00:00.000,0,NVIDIA A100-SXM4-40GB,3.5 %,2.8 %,57 MiB,40479 MiB,40536 MiB,72.01 W,37
2024/01/02 23:00:00.000,1,NVIDIA A100-SXM4-40GB,7.2 %,5.8 %,2661 MiB,37875 MiB,40536 MiB,84.61 W,39
2024/01/02 23:00:00.000,2,NVIDIA V100-SXM2-32GB,5.6 %,4.5 %,1979 MiB,38557 MiB,40536 MiB,59.23 W,38
2024/01/02 23:00:00.000,3,NVIDIA V100-SXM2-32GB,4.1 %,3.3 %,2498 MiB,38038 MiB,40536 MiB,55.58 W,37
2024/01/03 00:00:00.000,0,NVIDIA A100-SXM4-40GB,3.6 %,2.9 %,1191 MiB,39345 MiB,40536 MiB,72.40 W,37
2024/01/03 00:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,2566 MiB,37970 MiB,40536 MiB,66.80 W,36
2024/01/03 00:00:00.000,2,NVIDIA V100-SXM2-32GB,3.6 %,2.9 %,816 MiB,39720 MiB,40536 MiB,54.28 W,37
2024/01/03 00:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/03 01:00:00.000,0,NVIDIA A100-SXM4-40GB,13.1 %,10.5 %,4524 MiB,36012 MiB,40536 MiB,104.59 W,42
2024/01/03 01:00:00.000,1,NVIDIA A100-SXM4-40GB,7.8 %,6.3 %,3429 MiB,37107 MiB,40536 MiB,86.59 W,39
2024/01/03 01:00:00.000,2,NVIDIA V100-SXM2-32GB,4.3 %,3.4 %,2015 MiB,38521 MiB,40536 MiB,55.88 W,37
2024/01/03 01:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/03 02:00:00.000,0,NVIDIA A100-SXM4-40GB,3.2 %,2.6 %,1751 MiB,38785 MiB,40536 MiB,70.98 W,37
2024/01/03 02:00:00.000,1,NVIDIA A100-SXM4-40GB,5.8 %,4.6 %,2112 MiB,38424 MiB,40536 MiB,79.69 W,38
2024/01/03 02:00:00.000,2,NVIDIA V100-SXM2-32GB,5.6 %,4.5 %,2678 MiB,37858 MiB,40536 MiB,59.29 W,38
2024/01/03 02:00:00.000,3,NVIDIA V100-SXM2-32GB,2.8 %,2.2 %,1025 MiB,39511 MiB,40536 MiB,52.11 W,36
2024/01/03 03:00:00.000,0,NVIDIA A100-SXM4-40GB,13.1 %,10.5 %,4666 MiB,35870 MiB,40536 MiB,104.59 W,42
2024/01/03 03:00:00.000,1,NVIDIA A100-SXM4-40GB,5.8 %,4.6 %,2559 MiB,37977 MiB,40536 MiB,79.62 W,38
2024/01/03 03:00:00.000,2,NVIDIA V100-SXM2-32GB,4.0 %,3.2 %,3214 MiB,37322 MiB,40536 MiB,55.16 W,37
2024/01/03 03:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,302 MiB,40234 MiB,40536 MiB,50.10 W,36
2024/01/03 04:00:00.000,0,NVIDIA A100-SXM4-40GB,8.7 %,6.9 %,2531 MiB,38005 MiB,40536 MiB,89.50 W,39
2024/01/03 04:00:00.000,1,NVIDIA A100-SXM4-40GB,12.7 %,10.2 %,6114 MiB,34422 MiB,40536 MiB,103.15 W,41
2024/01/03 04:00:00.000,2,NVIDIA V100-SXM2-32GB,4.4 %,3.5 %,3009 MiB,37527 MiB,40536 MiB,56.19 W,37
2024/01/03 04:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1896 MiB,38640 MiB,40536 MiB,50.10 W,36
2024/01/03 05:00:00.000,0,NVIDIA A100-SXM4-40GB,6.3 %,5.0 %,3114 MiB,37422 MiB,40536 MiB,81.32 W,38
2024/01/03 05:00:00.000,1,NVIDIA A100-SXM4-40GB,7.5 %,6.0 %,4235 MiB,36301 MiB,40536 MiB,85.58 W,39
2024/01/03 05:00:00.000,2,NVIDIA V100-SXM2-32GB,12.9 %,10.3 %,5616 MiB,34920 MiB,40536 MiB,77.86 W,41
2024/01/03 05:00:00.000,3,NVIDIA V100-SXM2-32GB,3.5 %,2.8 %,682 MiB,39854 MiB,40536 MiB,53.92 W,37
2024/01/03 06:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,626 MiB,39910 MiB,40536 MiB,66.80 W,36
2024/01/03 06:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/03 06:00:00.000,2,NVIDIA V100-SXM2-32GB,8.1 %,6.5 %,2823 MiB,37713 MiB,40536 MiB,65.71 W,39
2024/01/03 06:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2009 MiB,38527 MiB,40536 MiB,50.10 W,36
2024/01/03 07:00:00.000,0,NVIDIA A100-SXM4-40GB,10.0 %,8.0 %,2777 MiB,37759 MiB,40536 MiB,94.05 W,40
2024/01/03 07:00:00.000,1,NVIDIA A100-SXM4-40GB,3.5 %,2.8 %,0 MiB,40536 MiB,40536 MiB,72.02 W,37
2024/01/03 07:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/03 07:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,395 MiB,40141 MiB,40536 MiB,50.10 W,36
2024/01/03 08:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/03 08:00:00.000,1,NVIDIA A100-SXM4-40GB,3.9 %,3.1 %,3541 MiB,36995 MiB,40536 MiB,73.09 W,37
2024/01/03 08:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1037 MiB,39499 MiB,40536 MiB,50.13 W,36
2024/01/03 08:00:00.000,3,NVIDIA V100-SXM2-32GB,5.8 %,4.6 %,1216 MiB,39320 MiB,40536 MiB,59.80 W,38
2024/01/03 09:00:00.000,0,NVIDIA A100-SXM4-40GB,77.3 %,61.8 %,32661 MiB,7875 MiB,40536 MiB,322.82 W,74
2024/01/03 09:00:00.000,1,NVIDIA A100-SXM4-40GB,74.9 %,59.9 %,30526 MiB,10010 MiB,40536 MiB,314.72 W,72
2024/01/03 09:00:00.000,2,NVIDIA V100-SXM2-32GB,43.3 %,34.6 %,18957 MiB,21579 MiB,40536 MiB,155.39 W,57
2024/01/03 09:00:00.000,3,NVIDIA V100-SXM2-32GB,12.4 %,9.9 %,4869 MiB,35667 MiB,40536 MiB,76.69 W,41
2024/01/03 10:00:00.000,0,NVIDIA A100-SXM4-40GB,70.8 %,56.6 %,27546 MiB,12990 MiB,40536 MiB,300.72 W,70
2024/01/03 10:00:00.000,1,NVIDIA A100-SXM4-40GB,67.7 %,54.2 %,27818 MiB,12718 MiB,40536 MiB,290.27 W,69
2024/01/03 10:00:00.000,2,NVIDIA V100-SXM2-32GB,57.1 %,45.6 %,22651 MiB,17885 MiB,40536 MiB,190.51 W,64
2024/01/03 10:00:00.000,3,NVIDIA V100-SXM2-32GB,9.7 %,7.8 %,3363 MiB,37173 MiB,40536 MiB,69.81 W,40
2024/01/03 11:00:00.000,0,NVIDIA A100-SXM4-40GB,74.0 %,59.2 %,30601 MiB,9935 MiB,40536 MiB,311.57 W,72
2024/01/03 11:00:00.000,1,NVIDIA A100-SXM4-40GB,82.0 %,65.6 %,33488 MiB,7048 MiB,40536 MiB,338.86 W,76
2024/01/03 11:00:00.000,2,NVIDIA V100-SXM2-32GB,47.8 %,38.2 %,18738 MiB,21798 MiB,40536 MiB,166.90 W,59
2024/01/03 11:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2267 MiB,38269 MiB,40536 MiB,50.10 W,36
2024/01/03 12:00:00.000,0,NVIDIA A100-SXM4-40GB,80.1 %,64.1 %,31084 MiB,9452 MiB,40536 MiB,332.42 W,75
2024/01/03 12:00:00.000,1,NVIDIA A100-SXM4-40GB,73.8 %,59.0 %,30556 MiB,9980 MiB,40536 MiB,310.83 W,72
2024/01/03 12:00:00.000,2,NVIDIA V100-SXM2-32GB,50.1 %,40.1 %,19344 MiB,21192 MiB,40536 MiB,172.87 W,60
2024/01/03 12:00:00.000,3,NVIDIA V100-SXM2-32GB,9.7 %,7.7 %,3544 MiB,36992 MiB,40536 MiB,69.61 W,40
2024/01/03 13:00:00.000,0,NVIDIA A100-SXM4-40GB,76.6 %,61.3 %,32332 MiB,8204 MiB,40536 MiB,320.54 W,73
2024/01/03 13:00:00.000,1,NVIDIA A100-SXM4-40GB,61.8 %,49.5 %,25966 MiB,14570 MiB,40536 MiB,270.26 W,66
2024/01/03 13:00:00.000,2,NVIDIA V100-SXM2-32GB,49.4 %,39.5 %,19283 MiB,21253 MiB,40536 MiB,170.88 W,60
2024/01/03 13:00:00.000,3,NVIDIA V100-SXM2-32GB,16.4 %,13.1 %,5594 MiB,34942 MiB,40536 MiB,86.80 W,43
2024/01/03 14:00:00.000,0,NVIDIA A100-SXM4-40GB,74.7 %,59.8 %,28057 MiB,12479 MiB,40536 MiB,314.13 W,72
2024/01/03 14:00:00.000,1,NVIDIA A100-SXM4-40GB,75.9 %,60.7 %,30048 MiB,10488 MiB,40536 MiB,318.07 W,73
2024/01/03 14:00:00.000,2,NVIDIA V100-SXM2-32GB,45.8 %,36.6 %,17774 MiB,22762 MiB,40536 MiB,161.71 W,58
2024/01/03 14:00:00.000,3,NVIDIA V100-SXM2-32GB,3.8 %,3.0 %,3308 MiB,37228 MiB,40536 MiB,54.72 W,37
2024/01/03 15:00:00.000,0,NVIDIA A100-SXM4-40GB,83.4 %,66.7 %,32496 MiB,8040 MiB,40536 MiB,343.63 W,77
2024/01/03 15:00:00.000,1,NVIDIA A100-SXM4-40GB,76.2 %,61.0 %,30250 MiB,10286 MiB,40536 MiB,319.11 W,73
2024/01/03 15:00:00.000,2,NVIDIA V100-SXM2-32GB,41.2 %,32.9 %,14668 MiB,25868 MiB,40536 MiB,150.02 W,56
2024/01/03 15:00:00.000,3,NVIDIA V100-SXM2-32GB,15.9 %,12.7 %,5011 MiB,35525 MiB,40536 MiB,85.56 W,43
2024/01/03 16:00:00.000,0,NVIDIA A100-SXM4-40GB,68.3 %,54.6 %,27079 MiB,13457 MiB,40536 MiB,292.20 W,69
2024/01/03 16:00:00.000,1,NVIDIA A100-SXM4-40GB,82.7 %,66.2 %,31888 MiB,8648 MiB,40536 MiB,341.21 W,76
2024/01/03 16:00:00.000,2,NVIDIA V100-SXM2-32GB,42.8 %,34.3 %,18644 MiB,21892 MiB,40536 MiB,154.22 W,56
2024/01/03 16:00:00.000,3,NVIDIA V100-SXM2-32GB,12.4 %,9.9 %,3569 MiB,36967 MiB,40536 MiB,76.57 W,41
2024/01/03 17:00:00.000,0,NVIDIA A100-SXM4-40GB,71.2 %,57.0 %,27957 MiB,12579 MiB,40536 MiB,302.23 W,71
2024/01/03 17:00:00.000,1,NVIDIA A100-SXM4-40GB,67.2 %,53.8 %,28218 MiB,12318 MiB,40536 MiB,288.60 W,69
2024/01/03 17:00:00.000,2,NVIDIA V100-SXM2-32GB,46.7 %,37.3 %,18088 MiB,22448 MiB,40536 MiB,163.97 W,58
2024/01/03 17:00:00.000,3,NVIDIA V100-SXM2-32GB,4.4 %,3.5 %,3104 MiB,37432 MiB,40536 MiB,56.30 W,37
2024/01/03 18:00:00.000,0,NVIDIA A100-SXM4-40GB,3.2 %,2.5 %,2481 MiB,38055 MiB,40536 MiB,70.78 W,37
2024/01/03 18:00:00.000,1,NVIDIA A100-SXM4-40GB,14.2 %,11.4 %,4556 MiB,35980 MiB,40536 MiB,108.41 W,42
2024/01/03 18:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1511 MiB,39025 MiB,40536 MiB,50.10 W,36
2024/01/03 18:00:00.000,3,NVIDIA V100-SXM2-32GB,6.9 %,5.5 %,2149 MiB,38387 MiB,40536 MiB,62.62 W,38
2024/01/03 19:00:00.000,0,NVIDIA A100-SXM4-40GB,4.9 %,3.9 %,1129 MiB,39407 MiB,40536 MiB,76.49 W,37
2024/01/03 19:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1102 MiB,39434 MiB,40536 MiB,66.80 W,36
2024/01/03 19:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/03 19:00:00.000,3,NVIDIA V100-SXM2-32GB,7.8 %,6.3 %,3197 MiB,37339 MiB,40536 MiB,64.96 W,39
2024/01/03 20:00:00.000,0,NVIDIA A100-SXM4-40GB,9.9 %,7.9 %,4850 MiB,35686 MiB,40536 MiB,93.56 W,40
2024/01/03 20:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/03 20:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1825 MiB,38711 MiB,40536 MiB,50.10 W,36
2024/01/03 20:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/03 21:00:00.000,0,NVIDIA A100-SXM4-40GB,11.7 %,9.4 %,5141 MiB,35395 MiB,40536 MiB,99.87 W,41
2024/01/03 21:00:00.000,1,NVIDIA A100-SXM4-40GB,9.7 %,7.7 %,4423 MiB,36113 MiB,40536 MiB,92.89 W,40
2024/01/03 21:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/03 21:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1099 MiB,39437 MiB,40536 MiB,50.10 W,36
2024/01/03 22:00:00.000,0,NVIDIA A100-SXM4-40GB,9.9 %,7.9 %,2549 MiB,37987 MiB,40536 MiB,93.74 W,40
2024/01/03 22:00:00.000,1,NVIDIA A100-SXM4-40GB,4.9 %,3.9 %,2399 MiB,38137 MiB,40536 MiB,76.70 W,37
2024/01/03 22:00:00.000,2,NVIDIA V100-SXM2-32GB,4.3 %,3.5 %,2410 MiB,38126 MiB,40536 MiB,56.04 W,37
2024/01/03 22:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/03 23:00:00.000,0,NVIDIA A100-SXM4-40GB,9.8 %,7.8 %,5498 MiB,35038 MiB,40536 MiB,93.34 W,40
2024/01/03 23:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,2046 MiB,38490 MiB,40536 MiB,66.80 W,36
2024/01/03 23:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1691 MiB,38845 MiB,40536 MiB,50.10 W,36
2024/01/03 23:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1225 MiB,39311 MiB,40536 MiB,50.10 W,36
2024/01/04 00:00:00.000,0,NVIDIA A100-SXM4-40GB,6.7 %,5.3 %,2321 MiB,38215 MiB,40536 MiB,82.72 W,38
2024/01/04 00:00:00.000,1,NVIDIA A100-SXM4-40GB,4.8 %,3.9 %,2521 MiB,38015 MiB,40536 MiB,76.39 W,37
2024/01/04 00:00:00.000,2,NVIDIA V100-SXM2-32GB,5.9 %,4.7 %,2651 MiB,37885 MiB,40536 MiB,60.11 W,38
2024/01/04 00:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1736 MiB,38800 MiB,40536 MiB,50.10 W,36
2024/01/04 01:00:00.000,0,NVIDIA A100-SXM4-40GB,9.4 %,7.5 %,5212 MiB,35324 MiB,40536 MiB,91.99 W,40
2024/01/04 01:00:00.000,1,NVIDIA A100-SXM4-40GB,7.6 %,6.1 %,4771 MiB,35765 MiB,40536 MiB,85.92 W,39
2024/01/04 01:00:00.000,2,NVIDIA V100-SXM2-32GB,2.2 %,1.8 %,1399 MiB,39137 MiB,40536 MiB,50.64 W,36
2024/01/04 01:00:00.000,3,NVIDIA V100-SXM2-32GB,3.8 %,3.0 %,566 MiB,39970 MiB,40536 MiB,54.59 W,37
2024/01/04 02:00:00.000,0,NVIDIA A100-SXM4-40GB,18.7 %,14.9 %,7502 MiB,33034 MiB,40536 MiB,123.51 W,44
2024/01/04 02:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,846 MiB,39690 MiB,40536 MiB,66.80 W,36
2024/01/04 02:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2000 MiB,38536 MiB,40536 MiB,50.10 W,36
2024/01/04 02:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/04 03:00:00.000,0,NVIDIA A100-SXM4-40GB,9.2 %,7.3 %,2494 MiB,38042 MiB,40536 MiB,91.23 W,40
2024/01/04 03:00:00.000,1,NVIDIA A100-SXM4-40GB,2.2 %,1.7 %,2577 MiB,37959 MiB,40536 MiB,67.34 W,36
2024/01/04 03:00:00.000,2,NVIDIA V100-SXM2-32GB,11.2 %,8.9 %,3475 MiB,37061 MiB,40536 MiB,73.45 W,41
2024/01/04 03:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,178 MiB,40358 MiB,40536 MiB,50.10 W,36
2024/01/04 04:00:00.000,0,NVIDIA A100-SXM4-40GB,7.6 %,6.0 %,3368 MiB,37168 MiB,40536 MiB,85.68 W,39
2024/01/04 04:00:00.000,1,NVIDIA A100-SXM4-40GB,11.4 %,9.1 %,3440 MiB,37096 MiB,40536 MiB,98.86 W,41
2024/01/04 04:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/04 04:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/04 05:00:00.000,0,NVIDIA A100-SXM4-40GB,5.9 %,4.7 %,505 MiB,40031 MiB,40536 MiB,80.00 W,38
2024/01/04 05:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/04 05:00:00.000,2,NVIDIA V100-SXM2-32GB,6.9 %,5.5 %,1995 MiB,38541 MiB,40536 MiB,62.65 W,38
2024/01/04 05:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/04 06:00:00.000,0,NVIDIA A100-SXM4-40GB,7.3 %,5.8 %,2428 MiB,38108 MiB,40536 MiB,84.68 W,39
2024/01/04 06:00:00.000,1,NVIDIA A100-SXM4-40GB,9.9 %,8.0 %,4950 MiB,35586 MiB,40536 MiB,93.79 W,40
2024/01/04 06:00:00.000,2,NVIDIA V100-SXM2-32GB,9.0 %,7.2 %,3718 MiB,36818 MiB,40536 MiB,67.91 W,39
2024/01/04 06:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,939 MiB,39597 MiB,40536 MiB,50.10 W,36
2024/01/04 07:00:00.000,0,NVIDIA A100-SXM4-40GB,10.7 %,8.6 %,5132 MiB,35404 MiB,40536 MiB,96.40 W,40
2024/01/04 07:00:00.000,1,NVIDIA A100-SXM4-40GB,8.5 %,6.8 %,2823 MiB,37713 MiB,40536 MiB,88.78 W,39
2024/01/04 07:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,2498 MiB,38038 MiB,40536 MiB,50.10 W,36
2024/01/04 07:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/04 08:00:00.000,0,NVIDIA A100-SXM4-40GB,11.6 %,9.2 %,4694 MiB,35842 MiB,40536 MiB,99.30 W,41
2024/01/04 08:00:00.000,1,NVIDIA A100-SXM4-40GB,4.0 %,3.2 %,3288 MiB,37248 MiB,40536 MiB,73.65 W,37
2024/01/04 08:00:00.000,2,NVIDIA V100-SXM2-32GB,3.1 %,2.5 %,2558 MiB,37978 MiB,40536 MiB,52.83 W,37
2024/01/04 08:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/04 09:00:00.000,0,NVIDIA A100-SXM4-40GB,80.9 %,64.7 %,33232 MiB,7304 MiB,40536 MiB,335.04 W,75
2024/01/04 09:00:00.000,1,NVIDIA A100-SXM4-40GB,79.0 %,63.2 %,30949 MiB,9587 MiB,40536 MiB,328.51 W,74
2024/01/04 09:00:00.000,2,NVIDIA V100-SXM2-32GB,38.0 %,30.4 %,15088 MiB,25448 MiB,40536 MiB,141.87 W,54
2024/01/04 09:00:00.000,3,NVIDIA V100-SXM2-32GB,11.5 %,9.2 %,4927 MiB,35609 MiB,40536 MiB,74.35 W,41
2024/01/04 10:00:00.000,0,NVIDIA A100-SXM4-40GB,73.0 %,58.4 %,30210 MiB,10326 MiB,40536 MiB,308.37 W,72
2024/01/04 10:00:00.000,1,NVIDIA A100-SXM4-40GB,66.4 %,53.1 %,25150 MiB,15386 MiB,40536 MiB,285.83 W,68
2024/01/04 10:00:00.000,2,NVIDIA V100-SXM2-32GB,38.8 %,31.0 %,14627 MiB,25909 MiB,40536 MiB,143.95 W,54
2024/01/04 10:00:00.000,3,NVIDIA V100-SXM2-32GB,7.7 %,6.2 %,4486 MiB,36050 MiB,40536 MiB,64.64 W,39
2024/01/04 11:00:00.000,0,NVIDIA A100-SXM4-40GB,64.8 %,51.8 %,28185 MiB,12351 MiB,40536 MiB,280.35 W,67
2024/01/04 11:00:00.000,1,NVIDIA A100-SXM4-40GB,69.2 %,55.4 %,25780 MiB,14756 MiB,40536 MiB,295.42 W,70
2024/01/04 11:00:00.000,2,NVIDIA V100-SXM2-32GB,42.8 %,34.3 %,17851 MiB,22685 MiB,40536 MiB,154.23 W,56
2024/01/04 11:00:00.000,3,NVIDIA V100-SXM2-32GB,20.1 %,16.1 %,7651 MiB,32885 MiB,40536 MiB,96.33 W,45
2024/01/04 12:00:00.000,0,NVIDIA A100-SXM4-40GB,80.2 %,64.2 %,32233 MiB,8303 MiB,40536 MiB,332.79 W,75
2024/01/04 12:00:00.000,1,NVIDIA A100-SXM4-40GB,71.8 %,57.5 %,26556 MiB,13980 MiB,40536 MiB,304.17 W,71
2024/01/04 12:00:00.000,2,NVIDIA V100-SXM2-32GB,51.7 %,41.4 %,18560 MiB,21976 MiB,40536 MiB,176.87 W,61
2024/01/04 12:00:00.000,3,NVIDIA V100-SXM2-32GB,10.4 %,8.4 %,2787 MiB,37749 MiB,40536 MiB,71.63 W,40
2024/01/04 13:00:00.000,0,NVIDIA A100-SXM4-40GB,70.7 %,56.6 %,28560 MiB,11976 MiB,40536 MiB,300.49 W,70
2024/01/04 13:00:00.000,1,NVIDIA A100-SXM4-40GB,68.2 %,54.6 %,28139 MiB,12397 MiB,40536 MiB,291.89 W,69
2024/01/04 13:00:00.000,2,NVIDIA V100-SXM2-32GB,43.7 %,35.0 %,17046 MiB,23490 MiB,40536 MiB,156.56 W,57
2024/01/04 13:00:00.000,3,NVIDIA V100-SXM2-32GB,10.4 %,8.3 %,4160 MiB,36376 MiB,40536 MiB,71.51 W,40
2024/01/04 14:00:00.000,0,NVIDIA A100-SXM4-40GB,73.7 %,58.9 %,30407 MiB,10129 MiB,40536 MiB,310.47 W,72
2024/01/04 14:00:00.000,1,NVIDIA A100-SXM4-40GB,64.5 %,51.6 %,27329 MiB,13207 MiB,40536 MiB,279.26 W,67
2024/01/04 14:00:00.000,2,NVIDIA V100-SXM2-32GB,42.3 %,33.9 %,16861 MiB,23675 MiB,40536 MiB,152.97 W,56
2024/01/04 14:00:00.000,3,NVIDIA V100-SXM2-32GB,5.2 %,4.2 %,1306 MiB,39230 MiB,40536 MiB,58.32 W,38
2024/01/04 15:00:00.000,0,NVIDIA A100-SXM4-40GB,65.8 %,52.6 %,26580 MiB,13956 MiB,40536 MiB,283.63 W,68
2024/01/04 15:00:00.000,1,NVIDIA A100-SXM4-40GB,68.2 %,54.6 %,27226 MiB,13310 MiB,40536 MiB,292.00 W,69
2024/01/04 15:00:00.000,2,NVIDIA V100-SXM2-32GB,40.6 %,32.5 %,16987 MiB,23549 MiB,40536 MiB,148.48 W,55
2024/01/04 15:00:00.000,3,NVIDIA V100-SXM2-32GB,12.0 %,9.6 %,5352 MiB,35184 MiB,40536 MiB,75.72 W,41
2024/01/04 16:00:00.000,0,NVIDIA A100-SXM4-40GB,77.0 %,61.6 %,30851 MiB,9685 MiB,40536 MiB,321.83 W,74
2024/01/04 16:00:00.000,1,NVIDIA A100-SXM4-40GB,70.8 %,56.7 %,30152 MiB,10384 MiB,40536 MiB,300.82 W,70
2024/01/04 16:00:00.000,2,NVIDIA V100-SXM2-32GB,48.5 %,38.8 %,18506 MiB,22030 MiB,40536 MiB,168.68 W,59
2024/01/04 16:00:00.000,3,NVIDIA V100-SXM2-32GB,10.1 %,8.1 %,3869 MiB,36667 MiB,40536 MiB,70.70 W,40
2024/01/04 17:00:00.000,0,NVIDIA A100-SXM4-40GB,76.6 %,61.3 %,30850 MiB,9686 MiB,40536 MiB,320.57 W,73
2024/01/04 17:00:00.000,1,NVIDIA A100-SXM4-40GB,72.7 %,58.1 %,28905 MiB,11631 MiB,40536 MiB,307.03 W,71
2024/01/04 17:00:00.000,2,NVIDIA V100-SXM2-32GB,36.8 %,29.4 %,15973 MiB,24563 MiB,40536 MiB,138.83 W,53
2024/01/04 17:00:00.000,3,NVIDIA V100-SXM2-32GB,8.8 %,7.0 %,2331 MiB,38205 MiB,40536 MiB,67.43 W,39
2024/01/04 18:00:00.000,0,NVIDIA A100-SXM4-40GB,8.2 %,6.5 %,2038 MiB,38498 MiB,40536 MiB,87.81 W,39
2024/01/04 18:00:00.000,1,NVIDIA A100-SXM4-40GB,9.4 %,7.5 %,3023 MiB,37513 MiB,40536 MiB,91.86 W,40
2024/01/04 18:00:00.000,2,NVIDIA V100-SXM2-32GB,8.4 %,6.7 %,3147 MiB,37389 MiB,40536 MiB,66.41 W,39
2024/01/04 18:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,293 MiB,40243 MiB,40536 MiB,50.10 W,36
2024/01/04 19:00:00.000,0,NVIDIA A100-SXM4-40GB,14.4 %,11.5 %,4685 MiB,35851 MiB,40536 MiB,109.05 W,42
